last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.72,4,284,6,0,0,0,technical,medium
0.89,3,197,5,0,0,0,technical,medium
0.95,5,147,4,0,0,0,technical,low
0.77,5,188,5,0,0,0,technical,low
0.61,5,216,5,0,0,0,technical,low
1.0,4,150,4,0,0,0,support,low
0.83,5,232,2,1,0,0,support,low
0.65,4,252,4,0,0,0,support,low
0.42,6,103,3,0,0,0,support,low
0.32,3,321,4,0,0,0,support,low
0.66,4,227,5,1,0,0,support,low
0.43,4,222,5,1,0,0,support,low
0.64,2,262,4,0,0,0,support,low
0.84,3,220,2,0,0,0,support,low
0.77,4,86,1,0,0,0,support,low
0.45,1,250,3,0,0,0,support,low
0.93,5,233,2,1,0,0,technical,low
1.0,3,289,4,0,0,0,technical,low
0.67,3,250,3,0,0,0,technical,low
1.0,3,179,3,1,0,0,management,low
0.93,7,177,3,1,0,0,IT,low
0.67,2,180,6,1,0,0,IT,low
0.72,4,82,4,0,0,0,IT,low
0.79,4,102,2,0,0,0,IT,medium
0.9,3,278,4,0,0,0,IT,medium
0.88,5,271,2,1,0,0,product_mng,medium
0.91,4,155,1,1,0,0,product_mng,medium
0.44,4,156,2,0,0,0,product_mng,medium
1.0,3,273,5,0,0,0,product_mng,medium
0.98,4,278,4,0,0,0,IT,medium
0.94,4,237,6,0,0,0,RandD,medium
0.96,2,160,4,1,0,0,RandD,medium
0.77,5,281,4,0,0,0,RandD,medium
0.44,4,170,2,0,0,0,RandD,medium
0.36,4,103,5,1,0,0,RandD,medium
0.97,3,197,1,0,0,0,marketing,high
0.79,6,193,1,0,0,0,sales,low
0.58,3,179,2,1,0,0,accounting,medium
0.99,3,208,6,0,0,0,support,medium
0.74,6,208,2,0,0,0,technical,medium
0.6,4,226,6,0,0,0,management,medium
0.33,3,161,5,0,0,0,marketing,low
0.8,5,321,5,0,0,0,marketing,low
0.74,4,191,3,0,0,0,marketing,low
0.88,4,174,1,0,0,0,sales,low
0.7,5,190,3,0,0,0,sales,low
0.77,3,291,6,0,0,0,sales,low
0.59,4,198,4,0,0,0,sales,low
0.93,4,161,6,0,0,0,sales,low
0.82,3,163,4,0,0,0,sales,low
0.65,4,188,2,1,0,0,sales,low
0.81,3,159,3,0,0,0,sales,low
0.49,6,252,5,0,0,0,sales,low
0.66,5,250,5,1,0,0,sales,low
0.88,3,204,1,0,0,0,sales,low
0.64,4,243,3,0,0,0,sales,low
0.65,5,198,2,0,0,0,sales,low
0.61,4,133,2,0,0,0,sales,low
0.58,5,268,3,0,0,0,sales,low
0.69,3,234,3,0,0,0,sales,low
0.7,2,163,4,0,0,0,sales,low
0.44,2,228,2,1,0,0,sales,low
0.52,3,120,1,0,0,0,sales,medium
0.8,3,221,4,0,0,0,accounting,medium
0.59,4,146,6,0,0,0,accounting,medium
0.37,2,271,2,0,0,0,accounting,medium
0.88,1,108,2,0,0,0,hr,medium
0.74,4,281,3,0,0,0,hr,medium
0.4,3,217,5,0,0,0,hr,medium
0.55,3,257,2,1,0,0,hr,medium
0.67,6,150,4,0,0,0,technical,medium
0.63,5,262,6,0,0,0,technical,medium
0.32,3,166,3,0,0,0,technical,medium
0.48,3,163,3,1,0,0,technical,medium
0.74,4,327,2,0,0,0,technical,high
0.96,4,202,4,1,0,0,technical,low
0.78,1,299,2,0,0,0,technical,medium
0.52,3,151,3,0,0,0,technical,medium
0.79,2,267,4,0,0,0,technical,medium
0.95,4,191,2,0,0,0,technical,medium
0.46,7,179,5,1,0,0,technical,low
0.64,3,248,1,0,0,0,support,low
0.77,4,291,1,0,0,0,support,low
0.56,3,225,3,1,0,0,support,low
0.8,5,138,1,1,0,0,support,low
0.83,1,164,3,0,0,0,support,low
0.81,4,87,4,0,0,0,support,low
0.66,4,180,4,0,0,0,support,low
1.0,6,236,2,0,0,0,support,low
0.83,3,153,5,0,0,0,support,low
0.64,7,237,1,0,0,0,support,low
0.55,2,195,4,0,0,0,support,low
0.29,3,274,5,0,0,0,technical,low
0.87,4,292,1,1,0,0,technical,low
0.62,4,171,3,0,0,0,technical,low
0.51,2,118,2,0,0,0,management,low
0.85,6,147,2,1,0,0,IT,low
0.9,1,239,6,0,0,0,IT,low
0.84,4,317,6,0,0,0,IT,low
0.94,4,216,3,0,0,0,IT,low
0.68,5,228,3,1,0,0,IT,low
0.62,5,223,6,0,0,0,product_mng,medium
0.92,3,129,4,0,0,0,product_mng,medium
1.0,2,209,4,0,0,0,product_mng,medium
0.75,2,211,3,1,0,0,product_mng,medium
0.55,4,196,2,0,0,0,IT,medium
0.39,3,167,2,0,0,0,RandD,medium
0.42,4,169,5,1,0,0,RandD,medium
0.31,4,215,1,0,0,0,RandD,medium
0.45,5,206,5,1,0,0,RandD,medium
0.88,2,153,1,0,0,0,RandD,medium
0.69,3,213,3,0,0,0,marketing,medium
0.79,2,97,1,0,0,0,sales,medium
1.0,4,160,4,0,0,0,accounting,high
0.56,6,242,4,0,0,0,support,low
0.96,4,329,3,0,0,0,technical,medium
0.87,3,172,5,0,0,0,management,medium
0.87,2,248,1,0,0,0,marketing,medium
0.71,4,129,4,0,0,0,marketing,medium
0.61,6,159,4,0,0,0,marketing,low
0.69,3,223,4,1,0,0,sales,low
0.4,5,185,8,0,0,0,sales,low
1.0,2,95,1,0,0,0,sales,low
1.0,4,300,4,0,0,0,sales,low
0.79,2,192,1,1,0,0,sales,low
0.73,3,220,3,1,0,0,sales,low
0.57,4,251,2,1,0,0,sales,low
0.53,5,336,3,0,0,0,sales,low
0.69,3,221,4,0,0,0,sales,low
0.86,2,109,2,0,0,0,sales,low
1.0,3,273,5,0,0,0,sales,low
0.57,3,278,4,0,0,0,sales,low
0.92,2,265,3,0,0,0,sales,low
0.39,5,205,1,0,0,0,sales,low
0.74,5,295,1,1,0,0,sales,low
0.86,4,230,2,0,0,0,sales,low
0.91,3,319,1,0,0,0,sales,low
0.85,5,172,4,0,0,0,sales,medium
0.75,3,300,3,0,0,0,sales,medium
0.86,4,246,2,0,0,0,accounting,medium
0.8,3,254,3,0,0,0,accounting,medium
1.0,4,288,4,0,0,0,accounting,medium
0.53,2,130,3,1,0,0,hr,medium
0.78,4,276,5,1,0,0,hr,medium
0.75,4,173,4,0,0,0,hr,medium
0.77,5,218,4,0,0,0,hr,medium
0.83,4,266,3,1,0,0,technical,medium
0.48,3,257,2,0,0,0,technical,medium
0.84,7,145,2,0,0,0,technical,medium
0.45,7,148,1,0,0,0,technical,high
0.46,5,155,2,1,0,0,technical,low
0.93,3,157,4,0,0,0,technical,medium
0.49,3,209,3,0,0,0,technical,medium
0.53,5,336,6,0,0,0,technical,medium
0.98,4,140,5,0,0,0,technical,medium
0.98,4,94,3,0,0,0,technical,low
0.5,4,270,1,1,0,0,technical,low
0.94,1,205,3,0,0,0,support,low
1.0,4,273,3,0,0,0,support,low
0.74,5,186,3,0,0,0,support,low
0.97,6,247,6,0,0,0,support,low
0.52,3,218,1,0,0,0,support,low
0.66,2,257,3,0,0,0,support,low
0.48,5,218,2,0,0,0,support,low
0.78,5,250,4,0,0,0,support,low
0.6,2,238,5,1,0,0,support,low
0.75,5,159,4,0,0,0,support,low
0.67,6,176,6,1,0,0,support,low
0.78,5,186,2,0,0,0,technical,low
0.68,3,265,2,1,0,0,technical,low
0.73,3,173,2,0,0,0,technical,low
0.97,4,154,4,0,0,0,management,low
0.46,5,85,3,0,0,0,IT,low
0.84,5,162,3,1,0,0,IT,low
0.77,3,277,4,0,0,0,IT,low
0.68,4,207,1,0,0,0,IT,low
0.48,3,289,3,0,0,0,IT,medium
0.5,1,146,2,0,0,0,product_mng,medium
0.46,7,127,2,0,0,0,product_mng,medium
0.63,5,196,3,0,0,0,product_mng,medium
0.93,5,184,6,0,0,0,product_mng,medium
0.96,5,190,4,0,0,0,IT,medium
0.52,4,147,2,0,0,0,RandD,medium
0.79,5,293,2,0,0,0,RandD,medium
0.41,3,151,2,0,0,0,RandD,medium
0.82,3,181,3,0,0,0,RandD,medium
0.61,3,128,2,0,0,0,RandD,medium
0.84,5,191,2,1,0,0,marketing,medium
0.78,3,171,2,0,0,0,sales,high
0.88,5,141,6,0,0,0,accounting,low
0.45,6,97,1,0,0,0,support,medium
0.67,3,215,4,0,0,0,technical,medium
0.96,4,284,1,0,0,0,management,medium
0.88,4,176,2,0,0,0,marketing,medium
0.64,2,232,3,0,0,0,marketing,low
0.37,6,108,4,0,0,0,marketing,low
0.35,3,217,5,0,0,0,sales,low
0.99,5,207,5,0,0,0,sales,low
1.0,4,287,3,1,0,0,sales,low
0.49,5,234,2,0,0,0,sales,low
0.59,1,206,5,0,0,0,sales,low
0.51,7,178,3,0,0,0,sales,low
0.61,2,153,4,0,0,0,sales,low
0.88,4,203,4,1,0,0,sales,low
0.94,5,256,5,0,0,0,sales,low
0.67,4,164,4,0,0,0,sales,low
0.5,4,175,2,0,0,0,sales,low
0.61,7,65,4,0,0,0,sales,low
0.53,3,206,1,0,0,0,sales,low
0.95,5,167,3,1,0,0,sales,low
0.48,3,153,4,0,0,0,sales,low
0.96,6,262,3,1,0,0,sales,low
0.88,5,185,2,0,0,0,sales,low
0.95,5,278,2,0,0,0,sales,low
0.82,4,128,2,0,0,0,sales,low
0.47,3,226,3,0,0,0,accounting,medium
0.6,5,259,2,0,0,0,accounting,medium
0.54,3,278,2,0,0,0,accounting,medium
0.74,4,308,4,0,0,0,hr,medium
0.48,3,245,5,0,0,0,hr,medium
0.73,3,124,6,0,0,0,hr,medium
0.49,4,164,2,1,0,0,hr,medium
0.58,1,84,4,0,0,0,technical,low
0.65,5,248,1,0,0,0,technical,low
0.71,2,217,4,0,0,0,technical,low
0.75,1,216,3,0,0,0,technical,low
0.82,3,216,3,0,0,0,technical,low
0.6,2,162,3,0,0,0,technical,low
0.66,2,146,3,1,0,0,technical,low
0.92,2,197,4,0,0,0,technical,low
0.83,3,156,3,0,0,0,technical,low
0.45,2,95,6,0,0,0,technical,low
0.71,5,65,4,0,0,0,technical,low
0.25,4,123,2,0,0,0,support,low
0.37,2,157,2,0,0,0,support,low
0.64,4,238,4,0,0,0,support,low
0.49,6,93,1,0,0,0,support,low
1.0,4,302,3,0,0,0,support,low
0.57,5,129,3,0,0,0,support,low
0.71,5,225,3,0,0,0,support,low
0.5,2,244,3,0,0,0,support,low
0.74,4,232,1,1,0,0,support,medium
0.64,5,186,3,0,0,0,support,medium
0.71,2,222,2,0,0,0,support,medium
0.72,3,221,2,0,0,0,technical,medium
0.77,5,179,6,0,0,0,technical,medium
0.57,6,321,1,1,0,0,technical,medium
0.81,2,218,3,1,0,0,management,medium
0.55,2,161,5,0,0,0,IT,medium
0.5,2,52,3,0,0,0,IT,medium
0.8,2,103,3,0,0,0,IT,medium
1.0,2,242,3,1,0,0,IT,medium
0.37,6,248,4,0,0,0,IT,medium
0.68,4,242,1,0,0,0,product_mng,medium
1.0,3,184,4,0,0,0,product_mng,medium
0.6,3,225,1,0,0,0,product_mng,medium
0.73,4,298,4,0,0,0,product_mng,medium
0.28,2,297,4,0,0,0,IT,medium
0.91,3,222,1,0,0,0,RandD,medium
0.75,4,148,2,0,0,0,RandD,medium
0.88,3,147,3,0,0,0,RandD,medium
0.51,4,130,2,0,0,0,RandD,medium
0.92,3,236,2,1,0,0,RandD,medium
0.72,2,143,5,0,0,0,marketing,medium
0.65,3,240,1,1,0,0,sales,medium
0.59,6,247,4,0,0,0,accounting,medium
0.49,5,79,7,0,0,0,support,medium
0.9,4,289,1,0,0,0,technical,medium
0.67,1,202,5,0,0,0,management,medium
1.0,6,218,3,1,0,0,marketing,medium
0.86,3,193,2,0,0,0,marketing,medium
0.62,4,232,3,0,0,0,marketing,medium
0.5,7,167,4,0,0,0,sales,low
0.65,6,258,6,0,0,0,sales,low
0.73,3,229,3,0,0,0,sales,low
0.6,4,120,3,1,0,0,sales,low
0.84,2,222,3,0,0,0,sales,low
1.0,2,306,3,0,0,0,sales,low
0.69,4,173,1,0,0,0,sales,low
0.85,4,210,3,0,0,0,sales,low
1.0,3,139,5,0,0,0,sales,low
0.5,6,211,3,0,0,0,sales,low
0.47,3,152,2,1,0,0,sales,low
0.51,4,313,2,1,0,0,sales,low
0.42,3,127,4,0,0,0,sales,low
0.74,2,120,4,0,0,0,sales,low
0.81,2,232,5,1,0,0,sales,low
0.82,5,263,3,0,0,0,sales,low
0.72,5,190,3,0,0,0,sales,low
0.21,3,233,4,0,0,0,sales,low
0.74,5,78,5,0,0,0,sales,low
0.6,4,199,2,0,0,0,accounting,low
0.61,3,213,3,1,0,0,accounting,low
0.73,3,267,2,0,0,0,accounting,medium
0.65,4,150,2,0,0,0,hr,medium
0.52,4,117,3,1,0,0,hr,medium
0.46,3,325,1,0,0,0,hr,medium
0.69,6,189,2,0,0,0,hr,medium
0.69,3,236,3,0,0,0,technical,medium
0.68,3,283,3,0,0,0,technical,medium
1.0,4,140,2,0,0,0,technical,medium
0.39,3,232,5,0,0,0,technical,medium
0.76,5,247,3,1,0,0,technical,low
0.45,3,136,5,1,0,0,technical,low
0.29,6,96,2,0,0,0,technical,low
0.61,3,250,4,0,0,0,technical,low
0.86,2,226,3,1,0,0,technical,low
0.67,6,228,2,0,0,0,technical,low
0.67,2,289,3,0,0,0,technical,low
0.87,3,147,3,0,0,0,support,low
0.65,3,144,2,0,0,0,support,low
0.8,2,235,2,0,0,0,support,low
0.58,3,194,3,1,0,0,support,low
0.76,2,209,2,0,0,0,support,low
0.45,4,267,5,1,0,0,support,low
0.61,2,104,3,1,0,0,support,low
0.56,5,360,3,1,0,0,support,low
0.63,3,276,3,0,0,0,support,low
0.68,3,113,2,1,0,0,support,low
0.32,3,124,4,0,0,0,support,low
0.69,4,292,2,0,0,0,technical,low
0.77,6,154,6,0,0,0,technical,medium
0.76,4,171,1,1,0,0,technical,medium
0.7,3,219,6,0,0,0,management,medium
0.32,2,57,4,0,0,0,IT,medium
0.7,5,180,2,0,0,0,IT,medium
0.49,3,236,3,0,0,0,IT,medium
0.51,3,175,4,0,0,0,IT,medium
0.43,3,240,2,0,0,0,IT,medium
0.84,4,165,2,0,0,0,product_mng,medium
0.61,2,198,3,0,0,0,product_mng,medium
0.86,3,224,2,0,0,0,product_mng,medium
0.64,3,176,2,1,0,0,product_mng,medium
0.81,3,197,2,0,0,0,IT,medium
0.66,4,198,2,0,0,0,RandD,medium
1.0,4,264,2,1,0,0,RandD,medium
0.48,6,136,2,0,0,0,RandD,medium
0.61,3,148,1,0,0,0,RandD,medium
0.86,3,115,4,0,0,0,RandD,medium
0.75,2,160,3,0,0,0,marketing,medium
0.62,4,171,4,1,0,0,sales,medium
0.88,4,303,2,0,0,0,accounting,medium
0.95,5,207,3,0,0,0,support,medium
0.93,6,180,4,0,0,0,technical,medium
0.34,4,157,6,1,0,0,management,high
0.62,3,223,2,0,0,0,marketing,low
0.86,4,164,1,0,0,0,marketing,medium
0.45,4,176,3,0,0,0,marketing,medium
0.83,6,293,2,0,0,0,sales,low
0.57,5,264,5,0,0,0,sales,low
0.65,3,188,4,0,0,0,sales,low
0.75,4,281,3,0,0,0,sales,low
0.7,4,209,3,0,0,0,sales,low
0.49,3,173,2,0,0,0,sales,low
0.58,5,150,1,0,0,0,sales,low
0.6,3,170,3,0,0,0,sales,low
0.9,2,160,3,1,0,0,sales,low
0.6,5,137,4,0,0,0,sales,low
0.57,3,175,1,0,0,0,sales,low
0.85,4,100,4,0,0,0,sales,low
0.93,6,242,3,0,0,0,sales,low
0.57,4,152,2,0,0,0,sales,low
0.95,4,184,4,0,0,0,sales,low
0.55,4,153,1,0,0,0,sales,high
0.82,3,188,2,0,0,0,sales,low
0.83,5,221,3,0,0,0,sales,high
0.56,3,140,2,0,0,0,sales,high
0.89,3,200,2,0,0,0,accounting,low
0.76,3,83,2,1,0,0,accounting,low
0.62,4,304,3,0,0,0,accounting,high
1.0,3,268,4,0,0,0,hr,low
0.93,4,360,4,0,0,0,hr,medium
0.97,5,201,4,0,0,0,hr,high
0.73,3,136,1,0,0,0,hr,medium
0.64,4,97,3,1,0,0,technical,low
0.7,3,269,3,0,0,0,technical,low
0.69,3,216,3,0,0,0,technical,low
1.0,4,292,3,0,0,0,technical,low
0.68,3,105,2,0,0,0,technical,low
0.83,4,196,2,1,0,0,technical,low
0.65,4,231,3,0,0,0,technical,low
0.62,7,252,1,0,0,0,technical,low
0.57,2,168,2,0,0,0,technical,low
0.63,4,85,3,0,0,0,technical,low
0.72,5,163,5,0,0,0,technical,low
0.69,6,113,1,0,0,0,support,low
0.89,4,109,3,0,0,0,support,low
0.44,3,207,4,0,0,0,support,low
0.58,2,249,5,0,0,0,support,medium
0.72,6,195,3,0,0,0,support,low
1.0,2,176,2,0,0,0,support,low
0.49,3,212,2,0,0,0,support,low
1.0,1,225,4,0,0,0,support,low
0.94,4,161,3,0,0,0,support,low
0.41,3,220,1,0,0,0,support,low
0.75,6,180,3,0,0,0,support,low
1.0,3,312,3,0,0,0,technical,low
0.86,4,205,1,0,0,0,technical,low
0.55,3,158,1,1,0,0,technical,low
0.65,5,211,4,0,0,0,management,high
0.86,3,184,5,1,0,0,IT,low
0.67,5,188,5,0,0,0,IT,low
0.93,5,199,1,0,0,0,IT,low
0.89,3,246,2,0,0,0,IT,low
0.38,1,254,4,0,0,0,IT,high
0.66,4,200,4,1,0,0,product_mng,low
0.85,3,160,2,0,0,0,product_mng,low
0.57,2,106,3,0,0,0,product_mng,low
0.87,4,180,4,0,0,0,product_mng,high
0.73,6,295,4,0,0,0,IT,low
0.79,4,145,4,0,0,0,RandD,medium
0.59,4,232,2,0,0,0,RandD,high
0.51,4,194,4,0,0,0,RandD,medium
0.57,1,185,3,0,0,0,RandD,high
0.6,6,172,4,0,0,0,RandD,medium
0.46,3,178,3,0,0,0,marketing,medium
0.9,3,165,3,0,0,0,marketing,medium
0.53,3,106,5,0,0,0,sales,medium
0.96,4,201,1,0,0,0,accounting,medium
0.56,4,255,1,1,0,0,support,medium
0.81,5,159,6,0,0,0,technical,medium
0.94,2,236,5,0,0,0,management,medium
0.94,4,163,2,0,0,0,marketing,high
0.86,2,135,2,0,0,0,marketing,low
0.77,6,279,5,1,0,0,marketing,medium
0.47,5,173,5,0,0,0,sales,medium
0.77,4,211,4,0,0,0,sales,medium
0.56,3,224,2,0,0,0,sales,medium
0.47,4,98,4,0,0,0,sales,medium
0.67,4,177,6,0,0,0,sales,medium
0.84,3,122,3,0,0,0,sales,medium
0.47,5,277,3,0,0,0,sales,medium
0.53,4,268,4,0,0,0,sales,medium
0.61,5,140,5,0,0,0,sales,high
0.92,5,147,4,1,0,0,sales,low
0.44,4,238,3,0,0,0,sales,low
0.79,6,297,4,0,0,0,sales,low
0.83,5,237,4,0,0,0,sales,high
1.0,4,249,2,0,0,0,sales,low
0.49,4,305,4,0,0,0,sales,low
0.75,4,245,3,0,0,0,sales,low
0.7,4,132,2,0,0,0,sales,high
0.58,2,326,5,0,0,0,sales,low
0.47,2,86,4,1,0,0,sales,low
0.65,6,132,5,0,0,0,accounting,low
0.83,1,206,6,0,0,0,accounting,low
0.94,2,254,6,0,0,0,accounting,low
0.52,4,216,2,0,0,0,hr,low
0.78,5,152,3,0,0,0,hr,low
0.6,4,259,6,0,0,0,hr,medium
0.78,5,248,4,0,0,0,hr,medium
0.57,4,135,2,0,0,0,technical,low
0.52,4,166,3,0,0,0,technical,low
0.62,4,140,2,0,0,0,technical,low
0.99,1,125,4,1,0,0,technical,low
0.46,2,178,1,1,0,0,technical,low
0.47,2,186,2,0,0,0,technical,low
0.59,4,264,2,0,0,0,technical,low
0.8,3,273,3,0,0,0,technical,low
1.0,3,273,1,0,0,0,technical,low
0.51,4,160,3,0,0,0,technical,low
0.35,2,121,2,0,0,0,technical,low
0.69,4,132,3,0,0,0,support,low
0.62,4,158,4,1,0,0,support,low
0.63,5,199,1,0,0,0,support,low
0.57,6,217,3,0,0,0,support,low
0.73,3,268,6,1,0,0,support,low
0.95,4,192,1,0,0,0,support,low
0.7,2,248,4,0,0,0,support,low
0.28,2,242,3,0,0,0,support,low
0.87,3,272,3,0,0,0,support,low
0.8,3,246,3,0,0,0,support,low
0.84,5,262,4,0,0,0,support,low
0.75,3,121,4,0,0,0,technical,low
0.37,3,145,3,0,0,0,technical,low
0.48,6,120,3,0,0,0,technical,low
0.76,4,277,2,0,0,0,management,low
0.86,2,66,6,0,0,0,IT,low
0.68,4,80,4,1,0,0,IT,low
0.69,5,186,5,0,0,0,IT,low
0.63,6,173,2,0,0,0,IT,low
0.88,1,215,4,1,0,0,IT,low
0.69,4,92,1,0,0,0,product_mng,low
0.87,1,175,4,0,0,0,product_mng,low
0.79,4,263,1,0,0,0,product_mng,low
0.78,4,98,2,0,0,0,product_mng,low
0.51,4,197,3,0,0,0,IT,low
1.0,3,227,4,0,0,0,marketing,low
0.88,3,158,2,1,0,0,marketing,medium
0.71,1,207,2,0,0,0,marketing,medium
0.91,4,251,6,1,0,0,marketing,medium
0.73,3,149,3,0,0,0,marketing,medium
0.65,4,283,3,0,0,0,marketing,medium
1.0,4,289,4,0,0,0,marketing,medium
0.63,3,194,4,0,0,0,sales,medium
0.87,2,197,3,0,0,0,accounting,medium
0.34,5,190,2,0,0,0,support,medium
0.46,6,170,1,0,0,0,technical,medium
0.86,6,180,3,0,0,0,management,medium
0.64,3,249,2,0,0,0,marketing,medium
0.93,3,154,1,0,0,0,marketing,high
0.64,3,164,3,0,0,0,marketing,low
0.47,3,195,1,0,0,0,sales,medium
0.74,4,145,3,0,0,0,sales,medium
0.84,2,186,2,0,0,0,sales,medium
0.87,4,257,3,0,0,0,sales,medium
0.67,5,163,2,1,0,0,sales,low
0.73,1,136,3,0,0,0,sales,low
0.99,3,252,6,0,0,0,sales,low
0.75,3,177,3,0,0,0,sales,low
0.6,2,170,5,0,0,0,sales,low
0.71,4,290,1,0,0,0,sales,low
0.81,6,136,3,0,0,0,sales,low
0.31,4,242,3,1,0,0,sales,low
1.0,4,115,4,1,0,0,sales,low
0.64,3,175,3,0,0,0,sales,low
0.92,5,241,4,0,0,0,sales,low
0.9,2,229,3,0,0,0,sales,low
0.92,3,287,4,0,0,0,sales,low
0.9,4,260,1,0,0,0,sales,low
0.41,5,183,3,0,0,0,sales,low
0.51,2,137,4,0,0,0,accounting,medium
0.6,2,299,2,0,0,0,accounting,medium
0.4,1,224,5,0,0,0,accounting,medium
0.84,2,221,4,0,0,0,hr,medium
1.0,7,217,2,0,0,0,hr,medium
0.52,3,117,3,0,0,0,hr,medium
0.58,6,151,4,0,0,0,hr,medium
1.0,2,125,3,1,0,0,technical,low
0.91,5,219,4,0,0,0,technical,low
0.81,3,76,2,0,0,0,technical,low
0.78,2,183,4,0,0,0,technical,low
0.47,5,112,3,0,0,0,technical,low
1.0,3,239,4,0,0,0,technical,low
0.99,5,294,4,0,0,0,technical,low
0.62,6,174,2,0,0,0,technical,low
0.67,4,112,2,0,0,0,technical,low
0.71,1,120,2,0,0,0,technical,low
1.0,5,270,3,0,0,0,technical,low
0.48,3,231,3,0,0,0,support,low
0.41,4,146,4,0,0,0,support,low
0.69,2,159,4,0,0,0,support,low
0.51,4,194,7,0,0,0,support,low
0.89,2,174,1,0,0,0,support,low
0.3,2,109,4,0,0,0,support,low
1.0,5,272,4,0,0,0,support,low
1.0,5,201,2,0,0,0,support,low
0.69,2,125,3,0,0,0,support,low
0.46,5,106,3,0,0,0,support,low
1.0,3,140,1,0,0,0,support,low
1.0,4,272,2,1,0,0,technical,low
0.68,2,193,4,0,0,0,technical,low
1.0,5,257,1,0,0,0,technical,low
0.44,4,180,4,0,0,0,management,low
0.61,4,270,2,0,0,0,IT,low
0.73,2,295,4,1,0,0,IT,low
0.77,4,219,4,0,0,0,IT,low
0.87,2,278,6,1,0,0,IT,low
0.86,5,123,2,1,0,0,IT,low
0.65,6,234,4,0,0,0,product_mng,low
0.84,4,149,4,0,0,0,product_mng,low
0.68,4,175,3,0,0,0,product_mng,low
0.78,4,178,2,0,0,0,product_mng,low
0.6,2,250,1,1,0,0,IT,low
0.62,3,104,3,0,0,0,RandD,low
0.84,5,206,4,1,0,0,RandD,low
1.0,4,155,1,0,0,0,RandD,medium
0.42,3,141,2,1,0,0,RandD,medium
0.72,1,169,5,0,0,0,RandD,medium
0.59,3,256,1,1,0,0,RandD,medium
0.62,7,179,5,0,0,0,marketing,medium
0.93,3,226,2,1,0,0,sales,medium
0.54,4,249,3,0,0,0,accounting,medium
0.99,3,123,5,1,0,0,support,medium
0.47,4,140,4,0,0,0,technical,medium
1.0,4,145,4,0,0,0,management,medium
0.82,5,159,5,0,0,0,marketing,medium
0.29,4,160,5,0,0,0,marketing,medium
0.14,1,167,2,0,0,0,marketing,high
0.63,5,148,3,0,0,0,sales,low
0.92,5,194,5,1,0,0,sales,medium
0.74,4,138,3,0,0,0,sales,medium
0.62,5,247,1,1,0,0,sales,medium
0.63,3,152,2,0,0,0,sales,medium
0.79,5,151,5,0,0,0,sales,low
0.7,4,277,3,0,0,0,sales,low
0.66,5,88,4,0,0,0,sales,low
0.82,4,159,2,1,0,0,sales,low
0.91,5,136,5,1,0,0,sales,low
0.46,3,204,4,1,0,0,sales,low
0.4,3,165,3,0,0,0,sales,low
0.81,3,184,4,0,0,0,sales,low
0.9,5,229,4,0,0,0,sales,low
0.81,6,138,2,0,0,0,sales,low
0.5,4,248,3,0,0,0,sales,low
0.47,5,166,3,0,0,0,sales,low
0.98,4,137,3,0,0,0,sales,low
0.83,5,256,4,0,0,0,sales,low
0.66,1,234,4,1,0,0,accounting,low
0.54,5,135,5,0,0,0,accounting,low
0.41,5,137,2,0,0,0,accounting,low
0.73,3,252,4,0,0,0,hr,low
0.45,5,195,4,0,0,0,hr,medium
1.0,3,162,1,0,0,0,hr,medium
0.45,4,67,3,1,0,0,hr,medium
0.39,3,210,6,1,0,0,technical,medium
0.96,4,239,4,0,0,0,technical,medium
0.82,4,296,4,0,0,0,technical,medium
0.62,4,153,3,0,0,0,technical,medium
0.69,3,225,4,0,0,0,technical,medium
0.37,6,222,4,0,0,0,technical,medium
0.33,2,134,3,0,0,0,technical,medium
1.0,8,144,8,0,0,0,technical,medium
0.68,3,173,4,0,0,0,technical,medium
0.37,4,192,5,0,0,0,technical,high
1.0,3,195,2,1,0,0,technical,low
0.97,4,167,3,0,0,0,support,medium
0.49,3,249,3,1,0,0,support,medium
0.75,2,153,3,0,0,0,support,medium
0.82,3,227,4,0,0,0,support,medium
0.64,4,219,3,0,0,0,support,low
0.85,4,197,6,1,0,0,support,low
0.91,1,262,5,0,0,0,support,low
0.54,3,157,3,0,0,0,support,low
0.45,4,133,3,0,0,0,support,low
0.43,5,249,2,0,0,0,support,low
0.5,7,228,5,1,0,0,support,low
0.79,7,252,1,1,0,0,technical,low
0.76,4,258,1,0,0,0,technical,low
0.5,3,138,3,0,0,0,technical,low
0.94,5,254,2,0,0,0,management,low
0.7,5,228,4,0,0,0,IT,low
0.81,3,124,5,0,0,0,IT,low
0.62,6,162,1,1,0,0,IT,low
1.0,3,212,5,0,0,0,IT,low
0.29,3,87,2,1,0,0,IT,low
0.65,5,170,3,1,0,0,product_mng,low
0.82,4,300,3,0,0,0,product_mng,low
0.87,3,293,3,1,0,0,product_mng,low
0.68,5,205,2,0,0,0,product_mng,low
0.92,2,203,2,0,0,0,IT,low
0.68,1,143,6,1,0,0,marketing,high
0.32,5,141,4,0,0,0,accounting,high
0.43,6,231,4,0,0,0,accounting,high
0.6,5,180,4,0,0,0,IT,medium
0.77,2,201,2,0,0,0,IT,medium
0.51,3,242,4,0,0,0,management,high
0.69,3,82,3,1,0,0,marketing,medium
0.57,3,193,2,0,0,0,sales,medium
0.65,7,94,5,1,0,0,accounting,medium
